"","GCI.total.c","GCI.PP.total.c","SexDes.total.a","GMSEX.total.a","SCS.total.a","SCS.total.c","CS.total.a","CS.total.c","BFI.extraversion.c","BFI.agreeable.c","BFI.conscientious.c","BFI.negative.c","BFI.open.c","AnxAttch.c","AvoAttch.c","Narc.c","Gender","d_men","d_women","GCI_1","GCI_2","GCI_3","GCI_4","GCI_5","GCI_6","SCS_1","SCS_2_R","SCS_3","SCS_4_R","SCS_5","SCS_6","BFI_1","BFI_2_R","BFI_3_R","BFI_4","BFI_5","BFI_6","BFI_7_R","BFI_8_R","BFI_9_R","BFI_10_R","BFI_11","BFI_12","GMSEX_1","GMSEX_2","GMSEX_3","GMSEX_4","GMSEX_5","SexDes_1","SexDes_2"
"137",2.04358353510896,3.92009685230024,5,5,3.83333333333333,6.48910411622276,9.2,10.3002421307506,10.9975786924939,1.90314769975787,1.72881355932203,-11.8111380145278,-1.22033898305084,-2.6682808716707,-1.04600484261501,4.4455205811138,1,1,0,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,5,5,5,6,5,5
"138",-5.95641646489104,6.92009685230024,3.5,6,2.83333333333333,0.489104116222759,7.3,-8.6997578692494,7.99757869249395,-8.09685230024213,0.728813559322035,0.188861985472158,1.77966101694916,-0.668280871670703,9.95399515738499,4.4455205811138,-1,0,1,3,3,2,2,2,4,NA,NA,NA,NA,2,NA,4,3,3,4,3,5,4,3,4,3,4,4,6,6,6,6,6,NA,NA
"139",-6.95641646489104,-7.07990314769976,3,3.4,1.66666666666667,-6.51089588377724,6.2,-19.6997578692494,-18.0024213075061,-2.09685230024213,-9.27118644067797,6.18886198547216,-20.2203389830508,5.3317191283293,10.953995157385,-0.554479418886199,-1,0,1,1,1,1,5,4,3,1,1,3,0,1,4,2,1,1,2,1,1,1,1,3,1,2,2,4,5,5,2,1,4,2
"140",2.04358353510896,0.920096852300244,2.5,6.4,3.16666666666667,2.48910411622276,10.1,19.3002421307506,17.9975786924939,6.90314769975787,2.72881355932203,-12.8111380145278,12.7796610169492,-3.6682808716707,-7.04600484261501,6.4455205811138,-1,0,1,5,4,4,3,4,4,3,3,3,3,3,4,4,4,4,5,5,4,5,4,5,5,5,4,6,6,7,6,7,2,3
"141",0.043583535108958,0.920096852300244,3.5,5.2,2.83333333333333,0.489104116222759,7.2,-9.6997578692494,0.997578692493946,-12.0968523002421,-3.27118644067797,7.18886198547216,-9.22033898305084,8.3317191283293,-2.04600484261501,1.4455205811138,-1,0,1,3,4,2,4,4,5,4,0,3,3,3,4,4,4,4,4,4,3,2,1,3,2,2,4,4,5,6,4,7,3,4
"142",3.04358353510896,-0.0799031476997563,4.5,6.4,3.16666666666667,2.48910411622276,8.6,4.3002421307506,4.99757869249395,5.90314769975787,4.72881355932203,-6.81113801452784,11.7796610169492,2.3317191283293,-6.04600484261501,3.4455205811138,-1,0,1,4,3,4,5,5,4,4,3,3,3,2,4,4,2,2,4,3,2,4,2,5,5,4,4,6,7,6,6,7,5,4
"143",-5.95641646489104,2.92009685230024,2.5,4,2.16666666666667,-3.51089588377724,7.9,-2.6997578692494,-2.00242130750605,-0.0968523002421335,1.72881355932203,-4.81113801452784,-16.2203389830508,1.3317191283293,-7.04600484261501,-5.5544794188862,-1,0,1,3,3,3,2,3,2,3,3,2,2,1,2,3,2,2,3,2,2,3,4,4,4,2,3,4,4,4,4,4,3,2
"144",6.04358353510896,5.92009685230024,4.5,6.6,3.66666666666667,5.48910411622276,10,18.3002421307506,13.9975786924939,2.90314769975787,-2.27118644067797,-13.8111380145278,5.77966101694916,4.3317191283293,-4.04600484261501,2.4455205811138,1,1,0,4,4,5,5,5,5,4,4,4,3,3,4,5,4,5,5,5,5,5,4,2,2,4,4,7,7,6,6,7,5,4
"145",3.04358353510896,6.92009685230024,3,5.6,3.33333333333333,3.48910411622276,8.6,4.3002421307506,7.99757869249395,-5.09685230024213,6.72881355932203,-0.811138014527842,5.77966101694916,-1.6682808716707,-7.04600484261501,4.4455205811138,-1,0,1,4,3,4,4,5,5,4,2,4,3,3,4,5,2,2,4,4,3,4,2,5,4,4,5,5,6,7,4,6,3,3
"146",5.04358353510896,0.920096852300244,3.5,6,2.33333333333333,-2.51089588377724,6.4,-17.6997578692494,2.99757869249395,-11.0968523002421,-8.27118644067797,1.18886198547216,-6.22033898305084,2.3317191283293,-0.0460048426150124,5.4455205811138,-1,0,1,4,4,4,5,5,5,3,1,3,1,3,3,4,2,2,4,4,5,2,2,2,4,4,4,6,6,6,6,6,3,4
"147",-0.956416464891042,0.920096852300244,1,6,1.66666666666667,-6.51089588377724,6,-21.6997578692494,-5.00242130750605,-4.09685230024213,-2.27118644067797,4.18886198547216,-8.22033898305084,5.3317191283293,5.95399515738499,2.4455205811138,-1,0,1,3,3,4,4,4,3,2,2,2,0,2,2,2,2,2,2,2,3,3,3,3,3,3,3,6,6,6,6,6,1,1
"148",5.04358353510896,2.92009685230024,4.5,6.2,3.5,4.48910411622276,9.5,13.3002421307506,8.99757869249395,-1.09685230024213,5.72881355932203,13.1888619854722,-19.2203389830508,-6.6682808716707,-7.04600484261501,-2.5544794188862,-1,0,1,4,4,4,5,5,5,4,3,4,3,3,4,4,4,4,4,3,3,4,3,4,4,4,4,6,6,6,7,6,5,4
"149",0.043583535108958,-1.07990314769976,3,5.2,2.66666666666667,-0.510895883777241,7.4,-7.6997578692494,-2.00242130750605,-1.09685230024213,2.72881355932203,-5.81113801452784,-9.22033898305084,2.3317191283293,-0.0460048426150124,0.445520581113801,-1,0,1,4,3,3,4,4,4,3,2,3,3,2,3,3,2,2,4,2,3,3,3,4,2,3,3,5,5,5,5,6,3,3
"150",2.04358353510896,-1.07990314769976,3.5,4.8,1.83333333333333,-5.51089588377724,4.7,-34.6997578692494,6.99757869249395,0.903147699757866,-8.27118644067797,-9.81113801452784,-0.220338983050844,5.3317191283293,-1.04600484261501,-3.5544794188862,-1,0,1,4,4,5,5,3,3,2,3,2,1,1,2,5,5,1,5,1,2,5,5,5,2,3,4,5,6,5,4,4,3,4
"151",4.04358353510896,-0.0799031476997563,5,7,3.33333333333333,3.48910411622276,7.6,-5.6997578692494,0.997578692493946,-3.09685230024213,-13.271186440678,22.1888619854722,-2.22033898305084,13.3317191283293,6.95399515738499,-2.5544794188862,-1,0,1,4,3,4,5,5,5,4,1,4,3,4,4,3,2,2,5,2,2,4,1,4,2,5,5,7,7,7,7,7,5,5
"152",-4.95641646489104,2.92009685230024,3,7,2.66666666666667,-0.510895883777241,7,-11.6997578692494,-4.00242130750605,1.90314769975787,3.72881355932203,-10.8111380145278,-9.22033898305084,-0.668280871670703,-1.04600484261501,-12.5544794188862,-1,0,1,1,1,1,5,4,5,3,0,4,4,1,4,3,1,1,1,4,1,5,1,5,3,2,5,7,7,7,7,7,3,3
"153",1.04358353510896,-0.0799031476997563,2,5.6,1.66666666666667,-6.51089588377724,7.2,-9.6997578692494,-10.0024213075061,-16.0968523002421,5.72881355932203,15.1888619854722,-6.22033898305084,8.3317191283293,8.95399515738499,-8.5544794188862,-1,0,1,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,1,2,3,2,4,2,2,2,2,2,2,2,5,7,5,5,6,2,2
"154",4.04358353510896,0.920096852300244,3,6.2,2,-4.51089588377724,6.5,-16.6997578692494,-1.00242130750605,-8.09685230024213,-0.271186440677965,-5.81113801452784,-8.22033898305084,2.3317191283293,2.95399515738499,10.4455205811138,-1,0,1,4,4,5,4,4,5,2,2,3,1,1,3,4,3,2,2,4,2,4,2,2,2,4,4,6,6,7,6,6,3,3
"155",4.04358353510896,-3.07990314769976,2.5,3,0.833333333333333,-11.5108958837772,5,-31.6997578692494,9.99757869249395,-14.0968523002421,1.72881355932203,10.1888619854722,12.7796610169492,-4.6682808716707,6.95399515738499,13.4455205811138,-1,0,1,4,5,5,4,3,5,1,0,1,0,1,2,5,2,1,5,5,5,4,5,4,2,3,5,3,3,3,2,4,3,2
"156",-2.95641646489104,0.920096852300244,5,6.6,2.83333333333333,0.489104116222759,8.8,6.3002421307506,1.99757869249395,-13.0968523002421,0.728813559322035,5.18886198547216,8.77966101694916,-1.6682808716707,-3.04600484261501,1.4455205811138,1,1,0,4,4,4,2,3,2,3,2,3,3,2,4,3,2,2,2,4,3,4,4,4,5,3,2,7,7,7,6,6,5,5
"157",2.04358353510896,6.92009685230024,5,7,4,7.48910411622276,8.3,1.3002421307506,0.997578692493946,14.9031476997579,0.728813559322035,8.18886198547216,1.77966101694916,-2.6682808716707,-8.04600484261501,-7.5544794188862,-1,0,1,4,4,1,5,5,5,4,4,4,4,4,4,4,2,2,4,2,1,4,1,5,5,2,5,7,7,7,7,7,5,5
"158",1.04358353510896,-1.07990314769976,3.5,3.4,2.33333333333333,-2.51089588377724,7.5,-6.6997578692494,-0.0024213075060544,-8.09685230024213,-2.27118644067797,11.1888619854722,1.77966101694916,0.331719128329297,-6.04600484261501,-8.5544794188862,1,1,0,4,3,3,4,4,5,2,3,2,2,3,2,4,2,2,4,2,3,4,4,5,1,1,4,3,5,4,1,4,4,3
"159",6.04358353510896,-2.07990314769976,1.5,6.6,3.66666666666667,5.48910411622276,10.1,19.3002421307506,15.9975786924939,-4.09685230024213,5.72881355932203,-3.81113801452784,5.77966101694916,-11.6682808716707,-5.04600484261501,1.4455205811138,-1,0,1,5,5,5,4,4,5,4,3,4,4,3,4,1,5,5,5,5,5,5,5,3,4,4,5,7,7,7,5,7,1,2
"160",-1.95641646489104,5.92009685230024,2,7,3.16666666666667,2.48910411622276,9.8,16.3002421307506,-6.00242130750605,8.90314769975787,3.72881355932203,0.188861985472158,6.77966101694916,-3.6682808716707,-6.04600484261501,-3.5544794188862,-1,0,1,4,3,3,2,4,4,3,4,3,4,2,3,2,1,2,4,2,2,2,2,5,2,2,4,7,7,7,7,7,2,2
"161",2.04358353510896,-0.0799031476997563,3,5.6,2,-4.51089588377724,5.9,-22.6997578692494,9.99757869249395,-0.0968523002421335,0.728813559322035,-7.81113801452784,-0.220338983050844,-5.6682808716707,-3.04600484261501,-1.5544794188862,-1,0,1,4,4,4,4,4,4,3,2,2,1,1,3,4,3,4,4,3,4,4,4,4,4,4,4,6,5,6,5,6,3,3
"162",-5.95641646489104,-4.07990314769976,2.5,4.8,1.5,-7.51089588377724,6.2,-19.6997578692494,-5.00242130750605,-12.0968523002421,-0.271186440677965,0.188861985472158,-9.22033898305084,2.3317191283293,2.95399515738499,1.4455205811138,1,1,0,2,3,2,1,4,4,1,3,0,2,1,2,3,2,2,4,2,2,1,2,2,3,4,4,4,5,5,5,5,2,3
"163",1.04358353510896,-3.07990314769976,3,6.2,1.83333333333333,-5.51089588377724,9.4,12.3002421307506,-5.00242130750605,4.90314769975787,-17.271186440678,14.1888619854722,6.77966101694916,-2.6682808716707,-4.04600484261501,2.4455205811138,-1,0,1,4,2,5,2,5,5,1,2,2,1,1,4,2,2,2,4,1,1,4,4,4,1,1,5,5,7,6,6,7,3,3
"164",-0.956416464891042,-2.07990314769976,3,6,2,-4.51089588377724,9,8.3002421307506,-4.00242130750605,13.9031476997579,6.72881355932203,-4.81113801452784,-1.22033898305084,-4.6682808716707,-1.04600484261501,-8.5544794188862,-1,0,1,3,3,2,4,4,5,2,2,2,2,1,3,2,1,1,2,3,1,1,2,5,5,5,4,6,6,6,6,6,3,3
"165",5.04358353510896,1.92009685230024,4,4.2,3.5,4.48910411622276,7.1,-10.6997578692494,-4.00242130750605,0.903147699757866,-8.27118644067797,15.1888619854722,5.77966101694916,10.3317191283293,-2.04600484261501,1.4455205811138,1,1,0,4,4,4,5,5,5,4,3,4,3,3,4,4,2,2,3,3,2,2,2,4,2,2,4,4,6,4,3,4,4,4
"166",0.043583535108958,-1.07990314769976,3.5,6,3,1.48910411622276,8.4,2.3002421307506,-3.00242130750605,1.90314769975787,-8.27118644067797,-5.81113801452784,0.779661016949156,0.331719128329297,2.95399515738499,1.4455205811138,-1,0,1,4,3,3,4,4,4,NA,NA,NA,NA,NA,NA,4,2,2,2,2,2,3,3,4,3,3,3,NA,NA,NA,NA,NA,NA,NA
"167",-8.95641646489104,-3.07990314769976,5,7,3.66666666666667,5.48910411622276,9.2,10.3002421307506,-13.0024213075061,-5.09685230024213,-16.271186440678,22.1888619854722,-17.2203389830508,11.3317191283293,-3.04600484261501,-8.5544794188862,-1,0,1,1,1,1,3,3,4,3,3,4,4,4,4,1,1,1,4,1,1,2,1,5,1,2,3,7,7,7,7,7,5,5
"168",-0.956416464891042,4.92009685230024,5,6.6,4,7.48910411622276,9.3,11.3002421307506,-8.00242130750605,4.90314769975787,1.72881355932203,-12.8111380145278,14.7796610169492,9.3317191283293,-6.04600484261501,4.4455205811138,1,1,0,4,3,4,4,4,2,4,4,4,4,4,4,1,1,1,1,3,2,2,2,4,4,4,3,6,7,6,7,7,5,5
"169",3.04358353510896,0.920096852300244,4,6.4,3.66666666666667,5.48910411622276,9.3,11.3002421307506,5.99757869249395,4.90314769975787,1.72881355932203,-6.81113801452784,8.77966101694916,2.3317191283293,-5.04600484261501,-2.5544794188862,1,1,0,4,4,3,5,4,5,4,4,4,4,2,4,4,3,3,2,3,2,4,4,4,5,4,4,7,7,NA,5,7,4,4
"170",2.04358353510896,6.92009685230024,4.5,7,3.5,4.48910411622276,8.2,0.300242130750604,0.997578692493946,-2.09685230024213,2.72881355932203,2.18886198547216,0.779661016949156,-0.668280871670703,-2.04600484261501,3.4455205811138,1,1,0,4,4,4,4,4,4,4,3,4,2,4,4,3,2,2,4,3,2,4,2,4,3,4,4,7,7,7,7,7,5,4
"171",-1.95641646489104,-1.07990314769976,3.5,6.2,2.33333333333333,-2.51089588377724,9.5,13.3002421307506,3.99757869249395,9.90314769975787,-2.27118644067797,4.18886198547216,14.7796610169492,-3.6682808716707,-7.04600484261501,-8.5544794188862,-1,0,1,4,3,4,3,3,3,2,0,3,3,2,4,1,1,2,1,4,3,5,5,5,5,4,4,6,5,7,6,7,4,3
"172",2.04358353510896,-0.0799031476997563,4,6.6,2.66666666666667,-0.510895883777241,6.8,-13.6997578692494,1.99757869249395,3.90314769975787,0.728813559322035,-0.811138014527842,-6.22033898305084,-0.668280871670703,1.95399515738499,3.4455205811138,1,1,0,4,4,5,3,4,4,4,1,3,3,2,3,4,2,2,3,5,4,1,2,4,4,3,4,6,7,7,7,6,4,4
"173",3.04358353510896,3.92009685230024,4.5,6.6,2.83333333333333,0.489104116222759,7.9,-2.6997578692494,4.99757869249395,-11.0968523002421,5.72881355932203,16.1888619854722,-1.22033898305084,3.3317191283293,11.953995157385,-4.5544794188862,-1,0,1,5,5,5,2,4,4,3,2,3,3,2,4,3,3,2,5,4,4,4,5,3,2,3,3,7,7,7,7,5,4,5
"174",-10.956416464891,3.92009685230024,2,6,2.83333333333333,0.489104116222759,7.2,-9.6997578692494,-6.00242130750605,-11.0968523002421,-5.27118644067797,2.18886198547216,3.77966101694916,-0.668280871670703,6.95399515738499,0.445520581113801,-1,0,1,2,2,1,2,2,2,0,4,NA,NA,NA,NA,2,2,2,2,3,2,3,3,4,2,2,3,NA,NA,NA,NA,NA,2,2
"175",-0.956416464891042,-10.0799031476998,3.5,5.2,3.66666666666667,5.48910411622276,7.9,-2.6997578692494,3.99757869249395,3.90314769975787,-0.271186440677965,-7.81113801452784,7.77966101694916,5.3317191283293,0.953995157384988,3.4455205811138,1,1,0,4,3,4,4,4,2,4,4,4,4,2,4,2,2,2,2,4,4,4,4,4,4,4,4,7,5,4,4,6,4,3
"176",2.04358353510896,2.92009685230024,3.5,6.2,2.5,-1.51089588377724,9.7,15.3002421307506,-4.00242130750605,-6.09685230024213,-4.27118644067797,11.1888619854722,-4.22033898305084,6.3317191283293,-2.04600484261501,-4.5544794188862,-1,0,1,4,4,4,4,4,4,2,1,3,2,3,4,2,2,2,2,2,3,3,4,4,3,2,3,6,6,6,6,7,4,3
"177",-3.95641646489104,1.92009685230024,4,3,3.16666666666667,2.48910411622276,6.2,-19.6997578692494,-5.00242130750605,-3.09685230024213,-3.27118644067797,0.188861985472158,6.77966101694916,9.3317191283293,13.953995157385,-4.5544794188862,1,1,0,2,2,4,5,3,2,4,2,3,3,3,4,2,2,1,2,3,3,2,2,2,4,5,3,2,4,3,2,4,4,4
"178",2.04358353510896,0.920096852300244,1.5,5.8,2.16666666666667,-3.51089588377724,7.3,-8.6997578692494,5.99757869249395,4.90314769975787,1.72881355932203,-3.81113801452784,3.77966101694916,2.3317191283293,-3.04600484261501,5.4455205811138,-1,0,1,4,4,4,4,4,NA,2,2,2,2,1,4,4,1,1,5,3,3,3,4,5,4,4,5,6,6,6,5,6,1,2
"179",-4.95641646489104,2.92009685230024,4,5.6,3,1.48910411622276,8.1,-0.699757869249396,-19.0024213075061,6.90314769975787,-2.27118644067797,20.1888619854722,-4.22033898305084,13.3317191283293,0.953995157384988,-9.5544794188862,-1,0,1,3,2,2,4,2,4,2,4,3,4,3,2,1,1,1,2,1,1,1,2,3,1,1,2,5,6,5,6,6,4,4
"180",2.04358353510896,-1.07990314769976,5,6,3.83333333333333,6.48910411622276,8.4,2.3002421307506,3.99757869249395,0.903147699757866,-3.27118644067797,-10.8111380145278,8.77966101694916,-4.6682808716707,4.95399515738499,1.4455205811138,1,1,0,4,4,4,4,4,4,4,4,4,4,3,4,4,3,2,3,4,4,4,3,3,3,3,4,6,7,5,5,7,5,5
"181",-8.95641646489104,0.920096852300244,1,3.8,1.83333333333333,-5.51089588377724,8.3,1.3002421307506,-9.00242130750605,-9.09685230024213,8.72881355932203,11.1888619854722,7.77966101694916,-3.6682808716707,-1.04600484261501,-1.5544794188862,-1,0,1,2,2,2,2,2,3,2,2,2,2,1,2,1,2,2,3,2,2,2,5,2,2,2,2,3,4,4,4,4,1,1
"182",-6.95641646489104,3.92009685230024,2.5,7,1.66666666666667,-6.51089588377724,8.5,3.3002421307506,-10.0024213075061,1.90314769975787,1.72881355932203,-14.8111380145278,-29.2203389830508,-9.6682808716707,15.953995157385,-12.5544794188862,-1,0,1,1,1,3,2,4,4,2,1,2,1,2,2,1,1,1,3,3,2,2,2,4,2,2,3,7,7,7,7,7,3,2
"183",-9.95641646489104,-0.0799031476997563,4.5,2.6,2.83333333333333,0.489104116222759,8.1,-0.699757869249396,-17.0024213075061,2.90314769975787,-2.27118644067797,10.1888619854722,10.7796610169492,-5.6682808716707,15.953995157385,-9.5544794188862,1,1,0,1,1,1,2,2,5,4,0,2,3,4,4,2,1,1,2,1,1,1,4,2,1,1,2,3,4,2,1,3,4,5
"184",-2.95641646489104,-8.07990314769976,2.5,6.2,1.83333333333333,-5.51089588377724,8.2,0.300242130750604,-10.0024213075061,-2.09685230024213,-9.27118644067797,10.1888619854722,-13.2203389830508,5.3317191283293,-1.04600484261501,1.4455205811138,-1,0,1,2,2,4,4,3,4,2,1,3,1,1,3,2,2,2,2,2,1,2,2,3,2,2,4,6,6,6,6,7,2,3
"185",2.04358353510896,-5.07990314769976,2.5,4.4,2,-4.51089588377724,6.1,-20.6997578692494,-6.00242130750605,0.903147699757866,1.72881355932203,15.1888619854722,-6.22033898305084,7.3317191283293,-0.0460048426150124,-7.5544794188862,-1,0,1,3,4,2,5,5,5,2,2,2,2,2,2,2,2,2,3,3,2,3,2,4,2,2,3,4,4,4,4,NA,3,2
"186",8.04358353510896,6.92009685230024,3,7,2.66666666666667,-0.510895883777241,8.9,7.3002421307506,6.99757869249395,-2.09685230024213,-1.27118644067797,1.18886198547216,1.77966101694916,1.3317191283293,-3.04600484261501,4.4455205811138,-1,0,1,5,5,5,5,5,5,2,2,2,4,2,4,4,4,4,4,4,4,4,3,4,1,3,4,7,7,7,7,7,3,3
"187",4.04358353510896,0.920096852300244,3.5,6,3.33333333333333,3.48910411622276,8.9,7.3002421307506,-0.0024213075060544,-2.09685230024213,-1.27118644067797,-5.81113801452784,8.77966101694916,-6.6682808716707,-1.04600484261501,-0.554479418886199,1,1,0,4,3,4,5,5,5,4,4,3,3,3,3,3,2,3,4,3,3,2,2,4,2,4,4,7,7,5,6,5,3,4
"188",0.043583535108958,4.92009685230024,5,6,3.33333333333333,3.48910411622276,8.3,1.3002421307506,0.997578692493946,-9.09685230024213,-10.271186440678,24.1888619854722,3.77966101694916,19.3317191283293,3.95399515738499,6.4455205811138,-1,0,1,4,4,2,4,4,4,3,3,4,3,3,4,4,2,2,4,5,4,4,4,4,1,2,1,6,6,6,6,6,5,5
"189",3.04358353510896,0.920096852300244,5,6.6,2.5,-1.51089588377724,9.3,11.3002421307506,9.99757869249395,5.90314769975787,2.72881355932203,-1.81113801452784,-1.22033898305084,5.3317191283293,-6.04600484261501,3.4455205811138,-1,0,1,3,4,4,5,4,5,2,1,3,3,2,4,5,3,4,4,4,3,3,4,4,4,4,4,7,7,6,6,7,5,5
"190",-6.95641646489104,0.920096852300244,3.5,4,2.33333333333333,-2.51089588377724,7.1,-10.6997578692494,4.99757869249395,-9.09685230024213,0.728813559322035,-8.81113801452784,1.77966101694916,4.3317191283293,-7.04600484261501,4.4455205811138,-1,0,1,3,3,5,1,1,2,2,4,2,2,2,2,2,2,4,2,5,5,4,3,1,5,3,5,4,4,4,4,4,5,2
"191",1.04358353510896,4.92009685230024,5,3.6,2.66666666666667,-0.510895883777241,9.1,9.3002421307506,-8.00242130750605,-13.0968523002421,-4.27118644067797,17.1888619854722,-0.220338983050844,5.3317191283293,-1.04600484261501,3.4455205811138,1,1,0,4,5,5,4,3,2,4,1,4,2,1,4,2,3,1,3,4,4,1,3,2,1,2,2,2,4,3,4,5,5,5
"192",-1.95641646489104,-1.07990314769976,2,3.2,3,1.48910411622276,5.7,-24.6997578692494,-14.0024213075061,-6.09685230024213,-8.27118644067797,1.18886198547216,5.77966101694916,-7.6682808716707,10.953995157385,-3.5544794188862,1,1,0,3,2,2,4,5,4,3,3,3,2,4,3,2,1,1,2,3,2,2,1,2,2,2,2,3,4,3,2,4,2,2
"193",-6.95641646489104,0.920096852300244,1,5.8,3.5,4.48910411622276,8.5,3.3002421307506,-7.00242130750605,-11.0968523002421,3.72881355932203,-4.81113801452784,-5.22033898305084,-4.6682808716707,6.95399515738499,-3.5544794188862,-1,0,1,4,2,2,2,2,3,4,2,4,3,4,4,2,2,1,2,3,3,3,3,1,3,3,3,4,7,6,6,6,1,1
"194",-0.956416464891042,-6.07990314769976,3,4,2.83333333333333,0.489104116222759,9.8,16.3002421307506,-8.00242130750605,0.903147699757866,-0.271186440677965,7.18886198547216,11.7796610169492,5.3317191283293,11.953995157385,-3.5544794188862,1,1,0,4,3,4,4,4,2,3,3,3,3,4,1,1,1,1,2,2,2,5,4,2,2,3,3,4,4,4,3,5,3,3
"195",-2.95641646489104,4.92009685230024,3,6.8,3,1.48910411622276,8.6,4.3002421307506,-8.00242130750605,-10.0968523002421,1.72881355932203,6.18886198547216,-1.22033898305084,4.3317191283293,-0.0460048426150124,-1.5544794188862,-1,0,1,3,3,2,4,4,3,3,2,3,3,3,4,4,2,2,2,4,3,2,2,1,1,3,2,7,7,7,6,7,3,3
"196",3.04358353510896,-3.07990314769976,3.5,6.2,2.83333333333333,0.489104116222759,8.3,1.3002421307506,8.99757869249395,-0.0968523002421335,2.72881355932203,-8.81113801452784,-1.22033898305084,-3.6682808716707,-4.04600484261501,6.4455205811138,-1,0,1,4,4,4,4,4,5,3,2,3,3,3,3,4,4,4,4,4,4,4,3,4,2,4,4,6,6,6,6,7,4,3
"197",-2.95641646489104,3.92009685230024,3.5,7,2.83333333333333,0.489104116222759,10.3,21.3002421307506,-9.00242130750605,6.90314769975787,1.72881355932203,12.1888619854722,11.7796610169492,-2.6682808716707,-7.04600484261501,-0.554479418886199,-1,0,1,2,3,2,4,4,4,3,2,3,3,2,4,2,2,1,2,2,2,3,2,4,2,2,3,7,7,7,7,7,4,3
"198",1.04358353510896,-1.07990314769976,3,6,2.16666666666667,-3.51089588377724,6.9,-12.6997578692494,5.99757869249395,-3.09685230024213,-2.27118644067797,-7.81113801452784,-10.2203389830508,4.3317191283293,-0.0460048426150124,9.4455205811138,-1,0,1,4,4,3,3,4,5,2,3,3,2,2,1,4,3,3,4,3,4,3,3,4,3,4,4,6,6,6,6,6,3,3
"199",3.04358353510896,6.92009685230024,4,7,3.83333333333333,6.48910411622276,9.2,10.3002421307506,2.99757869249395,0.903147699757866,2.72881355932203,3.18886198547216,6.77966101694916,5.3317191283293,6.95399515738499,4.4455205811138,-1,0,1,4,4,5,4,4,4,4,4,4,4,3,4,3,2,2,3,4,5,1,4,5,3,3,4,7,7,7,7,7,4,4
"200",-2.95641646489104,2.92009685230024,3,6,2.5,-1.51089588377724,8.3,1.3002421307506,-5.00242130750605,-6.09685230024213,2.72881355932203,9.18886198547216,-11.2203389830508,4.3317191283293,0.953995157384988,-6.5544794188862,-1,0,1,2,2,4,4,3,4,2,3,3,2,2,3,1,2,2,2,2,2,3,4,4,4,3,2,6,6,6,6,6,3,3
"201",4.04358353510896,3.92009685230024,1,6,2.66666666666667,-0.510895883777241,9.5,13.3002421307506,-6.00242130750605,2.90314769975787,-2.27118644067797,-11.8111380145278,-18.2203389830508,-3.6682808716707,-5.04600484261501,-3.5544794188862,-1,0,1,4,3,4,5,5,5,3,2,3,2,3,3,3,2,2,4,3,4,2,4,2,1,1,2,6,7,7,4,6,1,1
"202",-4.95641646489104,-4.07990314769976,4,7,2.16666666666667,-3.51089588377724,7,-11.6997578692494,-12.0024213075061,7.90314769975787,0.728813559322035,3.18886198547216,3.77966101694916,-5.6682808716707,-3.04600484261501,-4.5544794188862,-1,0,1,2,2,2,3,3,5,3,1,3,1,2,3,2,1,1,1,3,2,2,2,2,2,3,3,7,7,7,7,7,4,4
"203",2.04358353510896,6.92009685230024,3,5.4,2.66666666666667,-0.510895883777241,8.2,0.300242130750604,-3.00242130750605,6.90314769975787,-1.27118644067797,-15.8111380145278,-5.22033898305084,1.3317191283293,-5.04600484261501,1.4455205811138,-1,0,1,4,2,3,5,5,5,3,2,2,2,3,4,2,2,1,2,2,2,3,2,5,3,4,5,4,5,6,6,6,3,3
"204",0.043583535108958,0.920096852300244,4.5,7,3.5,4.48910411622276,10.3,21.3002421307506,2.99757869249395,-12.0968523002421,7.72881355932203,1.18886198547216,3.77966101694916,-4.6682808716707,-7.04600484261501,7.4455205811138,1,1,0,4,4,4,3,3,4,4,4,3,3,3,4,2,1,2,4,3,5,4,3,5,3,3,4,7,7,7,7,7,5,4
"205",-0.956416464891042,-3.07990314769976,4,7,2.16666666666667,-3.51089588377724,7.5,-6.6997578692494,12.9975786924939,2.90314769975787,0.728813559322035,-10.8111380145278,11.7796610169492,-3.6682808716707,-4.04600484261501,-0.554479418886199,-1,0,1,4,3,4,4,3,3,3,1,3,2,1,3,4,3,4,4,4,3,4,4,5,5,5,4,7,7,7,7,7,4,4
"206",1.04358353510896,5.92009685230024,4.5,7,3.16666666666667,2.48910411622276,9.6,14.3002421307506,1.99757869249395,2.90314769975787,7.72881355932203,3.18886198547216,6.77966101694916,4.3317191283293,-5.04600484261501,1.4455205811138,-1,0,1,4,3,4,4,4,4,3,3,3,3,3,4,2,2,2,4,4,4,4,2,4,3,3,4,7,7,7,7,7,5,4
"207",-0.956416464891042,-0.0799031476997563,1,3.6,1.5,-7.51089588377724,7.1,-10.6997578692494,2.99757869249395,0.903147699757866,-2.27118644067797,-5.81113801452784,-1.22033898305084,-4.6682808716707,8.95399515738499,-3.5544794188862,-1,0,1,4,3,2,4,4,4,1,2,1,1,2,2,4,2,NA,4,4,2,4,2,3,4,4,4,3,5,4,3,3,1,1
