"","GCI.total.c","GCI.PP.total.c","SexDes.total.a","GMSEX.total.a","SCS.total.a","SCS.total.c","CS.total.a","CS.total.c","BFI.extraversion.c","BFI.agreeable.c","BFI.conscientious.c","BFI.negative.c","BFI.open.c","AnxAttch.c","AvoAttch.c","Narc.c","Gender","d_men","d_women","GCI_1","GCI_2","GCI_3","GCI_4","GCI_5","GCI_6","SCS_1","SCS_2_R","SCS_3","SCS_4_R","SCS_5","SCS_6","BFI_1","BFI_2_R","BFI_3_R","BFI_4","BFI_5","BFI_6","BFI_7_R","BFI_8_R","BFI_9_R","BFI_10_R","BFI_11","BFI_12","GMSEX_1","GMSEX_2","GMSEX_3","GMSEX_4","GMSEX_5","SexDes_1","SexDes_2"
"65",-8.95641646489104,4.92009685230024,3.5,6,2.5,-1.51089588377724,9.2,10.3002421307506,-16.0024213075061,6.90314769975787,5.72881355932203,17.1888619854722,5.77966101694916,-2.6682808716707,-5.04600484261501,-11.5544794188862,-1,0,1,2,1,2,4,2,2,2,4,2,1,3,3,1,1,1,1,1,1,2,2,4,2,2,2,6,6,6,6,6,3,4
"66",6.04358353510896,4.92009685230024,5,6.8,3.66666666666667,5.48910411622276,6.8,-13.6997578692494,10.9975786924939,1.90314769975787,-1.27118644067797,6.18886198547216,-12.2203389830508,-0.668280871670703,-7.04600484261501,7.4455205811138,-1,0,1,5,5,4,4,5,5,4,4,4,4,2,4,5,5,5,4,4,4,5,2,5,1,3,4,6,7,7,7,7,5,5
"67",5.04358353510896,6.92009685230024,5,7,2.66666666666667,-0.510895883777241,7.3,-8.6997578692494,9.99757869249395,5.90314769975787,-0.271186440677965,-10.8111380145278,1.77966101694916,-5.6682808716707,-8.04600484261501,11.4455205811138,-1,0,1,4,4,4,5,5,5,4,0,4,0,4,4,3,4,4,4,3,4,3,3,4,5,5,4,7,7,7,7,7,5,5
"68",8.04358353510896,0.920096852300244,5,6.6,3.16666666666667,2.48910411622276,8.5,3.3002421307506,15.9975786924939,2.90314769975787,3.72881355932203,-6.81113801452784,-4.22033898305084,1.3317191283293,1.95399515738499,5.4455205811138,-1,0,1,5,5,5,5,5,5,3,3,3,3,3,4,5,4,4,5,5,5,4,4,4,4,4,4,6,7,6,7,7,5,5
"69",-2.95641646489104,1.92009685230024,3,7,2.33333333333333,-2.51089588377724,7.9,-2.6997578692494,-1.00242130750605,-4.09685230024213,-0.271186440677965,11.1888619854722,2.77966101694916,4.3317191283293,-1.04600484261501,0.445520581113801,-1,0,1,3,3,4,3,3,3,4,1,2,2,2,3,3,2,2,3,2,3,3,4,3,4,3,3,7,7,7,7,7,3,3
"70",-2.95641646489104,0.920096852300244,4.5,7,2.83333333333333,0.489104116222759,8.7,5.3002421307506,-7.00242130750605,-0.0968523002421335,-2.27118644067797,-2.81113801452784,-7.22033898305084,-7.6682808716707,-4.04600484261501,-3.5544794188862,-1,0,1,3,4,2,4,3,3,3,2,3,3,2,4,2,2,2,3,3,2,3,2,2,2,3,3,7,7,7,7,7,5,4
"71",-4.95641646489104,0.920096852300244,3.5,7,2.83333333333333,0.489104116222759,9.2,10.3002421307506,-4.00242130750605,-10.0968523002421,-8.27118644067797,-2.81113801452784,-5.22033898305084,0.331719128329297,0.953995157384988,-0.554479418886199,-1,0,1,3,3,4,1,4,2,3,2,3,2,3,4,1,2,2,2,3,3,4,2,4,1,4,4,7,7,7,7,7,4,3
"72",1.04358353510896,5.92009685230024,5,7,3.16666666666667,2.48910411622276,8,-1.6997578692494,11.9975786924939,5.90314769975787,3.72881355932203,-8.81113801452784,2.77966101694916,-6.6682808716707,-8.04600484261501,0.445520581113801,-1,0,1,4,4,3,4,4,4,4,2,4,3,2,4,4,4,3,5,4,3,4,4,4,5,4,4,7,7,7,7,7,5,5
"73",-1.95641646489104,-1.07990314769976,1,3.8,2.16666666666667,-3.51089588377724,9.3,11.3002421307506,4.99757869249395,0.903147699757866,-6.27118644067797,-21.8111380145278,14.7796610169492,-4.6682808716707,5.95399515738499,-1.5544794188862,-1,0,1,3,3,4,4,3,3,2,1,2,2,3,3,1,2,2,3,3,2,3,5,5,5,5,5,3,3,4,3,6,1,1
"74",-2.95641646489104,-1.07990314769976,3.5,6.4,3.5,4.48910411622276,9.2,10.3002421307506,-9.00242130750605,-4.09685230024213,0.728813559322035,11.1888619854722,3.77966101694916,-1.6682808716707,4.95399515738499,-4.5544794188862,-1,0,1,3,1,2,4,5,4,4,3,4,4,3,3,4,1,1,2,3,2,1,2,4,2,1,4,6,6,6,7,7,4,3
"75",0.043583535108958,-2.07990314769976,3.5,5.6,2.83333333333333,0.489104116222759,9.3,11.3002421307506,-0.0024213075060544,6.90314769975787,-1.27118644067797,-0.811138014527842,12.7796610169492,-1.6682808716707,-4.04600484261501,5.4455205811138,-1,0,1,4,2,4,4,4,4,3,2,3,3,2,4,2,2,2,4,2,4,4,2,5,2,3,4,5,5,6,5,7,4,3
"76",-2.95641646489104,6.92009685230024,3.5,5.6,3.5,4.48910411622276,6.1,-20.6997578692494,-4.00242130750605,3.90314769975787,-12.271186440678,11.1888619854722,-13.2203389830508,9.3317191283293,-1.04600484261501,-0.554479418886199,-1,0,1,1,2,3,4,4,5,4,2,4,3,4,4,4,1,1,4,2,4,3,1,2,4,2,4,7,7,5,4,5,4,3
"77",4.04358353510896,1.92009685230024,5,7,4,7.48910411622276,10.3,21.3002421307506,9.99757869249395,2.90314769975787,-2.27118644067797,-5.81113801452784,4.77966101694916,-5.6682808716707,-6.04600484261501,6.4455205811138,1,1,0,4,4,4,5,4,5,4,4,4,4,4,4,5,2,4,4,3,4,4,3,4,4,4,5,7,7,7,7,7,5,5
"78",5.04358353510896,-1.07990314769976,5,7,4,7.48910411622276,9.3,11.3002421307506,14.9975786924939,8.90314769975787,6.72881355932203,-22.8111380145278,-0.220338983050844,-14.6682808716707,-7.04600484261501,3.4455205811138,1,1,0,4,5,5,5,4,4,4,4,4,4,4,4,5,4,2,5,5,4,4,3,5,4,5,5,7,7,7,7,7,5,5
"79",5.04358353510896,4.92009685230024,4,6.6,3.33333333333333,3.48910411622276,8.8,6.3002421307506,8.99757869249395,9.90314769975787,0.728813559322035,-12.8111380145278,12.7796610169492,-2.6682808716707,-6.04600484261501,5.4455205811138,1,1,0,4,4,4,5,5,5,4,2,3,3,4,4,4,2,3,3,4,3,4,4,5,5,4,4,7,6,6,7,7,4,4
"80",-2.95641646489104,6.92009685230024,5,7,2.66666666666667,-0.510895883777241,8,-1.6997578692494,-6.00242130750605,4.90314769975787,-1.27118644067797,4.18886198547216,-9.22033898305084,-7.6682808716707,-8.04600484261501,-3.5544794188862,-1,0,1,3,2,2,4,4,4,3,4,3,2,0,4,2,2,2,3,3,2,2,3,4,2,3,2,7,7,7,7,7,5,5
"81",2.04358353510896,-5.07990314769976,3,5.4,2.5,-1.51089588377724,6.7,-14.6997578692494,6.99757869249395,-7.09685230024213,-6.27118644067797,6.18886198547216,3.77966101694916,6.3317191283293,4.95399515738499,8.4455205811138,-1,0,1,4,4,4,4,4,4,3,2,3,2,2,3,4,4,3,4,4,4,4,4,3,3,3,3,5,5,5,6,6,3,3
"82",0.043583535108958,2.92009685230024,4.5,7,2.83333333333333,0.489104116222759,9.5,13.3002421307506,1.99757869249395,0.903147699757866,-2.27118644067797,6.18886198547216,-4.22033898305084,-0.668280871670703,-6.04600484261501,-7.5544794188862,-1,0,1,3,3,4,4,4,4,3,3,3,2,2,4,2,4,3,3,3,3,3,2,4,4,3,4,7,7,7,7,7,5,4
"83",-3.95641646489104,-3.07990314769976,2.5,4.4,2.83333333333333,0.489104116222759,8.1,-0.699757869249396,-5.00242130750605,-4.09685230024213,0.728813559322035,2.18886198547216,-4.22033898305084,2.3317191283293,11.953995157385,-3.5544794188862,1,1,0,3,2,4,4,3,2,3,2,3,3,3,3,2,1,1,2,2,1,2,2,4,5,5,4,6,4,4,6,2,1,4
"84",-3.95641646489104,-0.0799031476997563,1.5,5.8,2.33333333333333,-2.51089588377724,8,-1.6997578692494,-7.00242130750605,-5.09685230024213,-0.271186440677965,9.18886198547216,-3.22033898305084,4.3317191283293,-4.04600484261501,-6.5544794188862,-1,0,1,3,3,2,2,4,4,3,1,3,1,3,3,2,1,1,2,4,2,3,3,4,2,2,3,6,6,6,5,6,2,1
"85",5.04358353510896,2.92009685230024,4,6.4,2.66666666666667,-0.510895883777241,8,-1.6997578692494,0.997578692493946,-9.09685230024213,3.72881355932203,3.18886198547216,-4.22033898305084,8.3317191283293,3.95399515738499,1.4455205811138,-1,0,1,5,5,4,4,4,5,4,0,4,2,2,4,3,1,1,3,5,4,5,5,2,2,3,3,7,6,7,6,6,4,4
"86",-5.95641646489104,-4.07990314769976,3,7,2.83333333333333,0.489104116222759,7.6,-5.6997578692494,-0.0024213075060544,-7.09685230024213,6.72881355932203,1.18886198547216,7.77966101694916,0.331719128329297,-8.04600484261501,1.4455205811138,-1,0,1,3,2,3,1,3,4,3,2,3,3,2,4,1,1,2,4,3,2,3,4,5,4,3,4,7,7,7,7,7,3,3
"87",1.04358353510896,-1.07990314769976,2.5,5.8,3.5,4.48910411622276,9.1,9.3002421307506,-1.00242130750605,9.90314769975787,-9.27118644067797,5.18886198547216,14.7796610169492,-8.6682808716707,-8.04600484261501,-0.554479418886199,-1,0,1,4,4,3,5,5,2,4,3,4,4,2,4,3,2,2,1,5,5,3,5,1,1,3,4,5,6,6,6,6,3,2
"88",1.04358353510896,-6.07990314769976,2,4,1,-10.5108958837772,6.3,-18.6997578692494,-3.00242130750605,-12.0968523002421,-2.27118644067797,5.18886198547216,0.779661016949156,-7.6682808716707,13.953995157385,5.4455205811138,-1,0,1,4,3,4,3,4,5,2,1,1,0,0,2,2,2,2,3,2,2,4,4,5,2,1,4,3,5,6,1,5,2,2
"89",2.04358353510896,-2.07990314769976,5,7,2.5,-1.51089588377724,7.4,-7.6997578692494,1.99757869249395,6.90314769975787,2.72881355932203,-8.81113801452784,-7.22033898305084,-6.6682808716707,-4.04600484261501,2.4455205811138,-1,0,1,4,3,2,5,5,5,3,1,3,1,3,4,4,3,2,4,3,2,3,2,4,3,4,4,7,7,7,7,7,5,5
"90",3.04358353510896,6.92009685230024,5,7,2.33333333333333,-2.51089588377724,8.3,1.3002421307506,14.9975786924939,7.90314769975787,3.72881355932203,-7.81113801452784,6.77966101694916,-7.6682808716707,-8.04600484261501,10.4455205811138,-1,0,1,3,5,2,5,5,5,4,0,4,0,2,4,5,1,2,5,5,5,5,3,5,5,5,5,7,7,7,7,7,5,5
"91",0.043583535108958,-3.07990314769976,1.5,3,0.666666666666667,-12.5108958837772,5.5,-26.6997578692494,-8.00242130750605,3.90314769975787,6.72881355932203,-11.8111380145278,13.7796610169492,-4.6682808716707,11.953995157385,-0.554479418886199,-1,0,1,4,2,4,4,4,4,1,0,1,0,1,1,1,1,1,2,1,1,2,4,4,4,4,3,3,3,3,3,3,1,2
"92",1.04358353510896,2.92009685230024,5,7,3.16666666666667,2.48910411622276,7.8,-3.6997578692494,1.99757869249395,-4.09685230024213,3.72881355932203,-4.81113801452784,-0.220338983050844,-6.6682808716707,-6.04600484261501,2.4455205811138,-1,0,1,4,4,3,4,4,4,4,3,3,3,2,4,2,2,3,4,2,2,4,4,4,4,3,4,7,7,7,7,7,5,5
"93",5.04358353510896,4.92009685230024,3,4.8,2.5,-1.51089588377724,7.7,-4.6997578692494,9.99757869249395,0.903147699757866,-0.271186440677965,0.188861985472158,4.77966101694916,-1.6682808716707,3.95399515738499,-4.5544794188862,-1,0,1,5,4,5,4,4,5,3,3,3,3,1,2,2,2,3,5,4,4,4,5,5,5,3,4,4,5,5,3,7,4,2
"94",6.04358353510896,5.92009685230024,4,7,3.66666666666667,5.48910411622276,10.3,21.3002421307506,13.9975786924939,12.9031476997579,-1.27118644067797,-16.8111380145278,9.77966101694916,-1.6682808716707,-5.04600484261501,-2.5544794188862,-1,0,1,4,4,5,5,5,5,4,4,4,3,3,4,5,4,3,5,5,5,5,5,4,2,2,5,7,7,7,7,7,4,4
"95",1.04358353510896,0.920096852300244,3,6.6,2.66666666666667,-0.510895883777241,7.9,-2.6997578692494,-4.00242130750605,10.9031476997579,5.72881355932203,-7.81113801452784,8.77966101694916,-2.6682808716707,-1.04600484261501,1.4455205811138,-1,0,1,4,4,4,4,4,3,3,2,3,3,2,3,2,1,2,1,4,3,4,4,4,3,2,2,6,7,7,7,6,3,3
"96",5.04358353510896,0.920096852300244,3.5,4.4,3.83333333333333,6.48910411622276,7.7,-4.6997578692494,-1.00242130750605,-2.09685230024213,1.72881355932203,-2.81113801452784,5.77966101694916,3.3317191283293,-5.04600484261501,2.4455205811138,1,1,0,4,4,4,5,5,5,4,4,4,4,3,4,2,2,2,2,4,4,4,2,5,2,1,5,2,5,5,4,6,4,3
"97",-0.956416464891042,-6.07990314769976,3,5,3.66666666666667,5.48910411622276,10,18.3002421307506,3.99757869249395,5.90314769975787,-1.27118644067797,-1.81113801452784,7.77966101694916,7.3317191283293,-8.04600484261501,-2.5544794188862,1,1,0,3,3,3,4,4,4,4,4,4,3,3,4,3,3,3,4,4,3,3,3,4,4,3,3,5,5,5,5,5,3,3
"98",6.04358353510896,-8.07990314769976,5,6,4,7.48910411622276,9.9,17.3002421307506,13.9975786924939,11.9031476997579,-6.27118644067797,9.18886198547216,3.77966101694916,10.3317191283293,8.95399515738499,-2.5544794188862,-1,0,1,4,4,5,5,5,5,4,4,4,4,4,4,5,4,5,5,4,4,4,4,4,4,3,4,7,7,5,5,6,5,5
"99",-1.95641646489104,2.92009685230024,5,6,3.83333333333333,6.48910411622276,9.6,14.3002421307506,-10.0024213075061,9.90314769975787,-0.271186440677965,8.18886198547216,8.77966101694916,3.3317191283293,-7.04600484261501,-5.5544794188862,-1,0,1,4,2,4,2,4,4,4,4,4,3,4,4,2,1,1,2,2,2,4,2,4,1,1,4,6,6,6,6,6,5,5
"100",-3.95641646489104,4.92009685230024,4,7,3.33333333333333,3.48910411622276,6.4,-17.6997578692494,-10.0024213075061,-3.09685230024213,1.72881355932203,-10.8111380145278,-11.2203389830508,-2.6682808716707,0.953995157384988,-2.5544794188862,1,1,0,3,2,3,4,4,2,4,2,4,3,4,3,2,1,1,2,4,3,2,3,2,2,2,2,7,7,7,7,7,4,4
"101",5.04358353510896,3.92009685230024,4,7,2.66666666666667,-0.510895883777241,9.2,10.3002421307506,5.99757869249395,1.90314769975787,5.72881355932203,-1.81113801452784,6.77966101694916,6.3317191283293,4.95399515738499,7.4455205811138,-1,0,1,4,4,4,5,5,5,3,3,3,3,1,3,2,2,2,4,4,4,4,5,5,2,3,5,7,7,7,7,7,4,4
"102",-5.95641646489104,-3.07990314769976,2.5,6,1.83333333333333,-5.51089588377724,6.7,-14.6997578692494,-0.0024213075060544,-9.09685230024213,1.72881355932203,-5.81113801452784,-11.2203389830508,2.3317191283293,-0.0460048426150124,5.4455205811138,-1,0,1,4,2,3,2,2,3,3,1,2,1,1,3,1,2,2,2,4,4,3,4,4,4,3,3,6,6,6,6,6,3,2
"103",0.043583535108958,-0.0799031476997563,2.5,6.2,2,-4.51089588377724,8.8,6.3002421307506,-5.00242130750605,5.90314769975787,-2.27118644067797,-5.81113801452784,-15.2203389830508,-1.6682808716707,-3.04600484261501,-4.5544794188862,-1,0,1,2,2,3,5,5,5,2,2,2,1,2,3,3,1,1,3,2,2,2,1,4,4,4,4,6,7,6,6,6,3,2
"104",-7.95641646489104,-6.07990314769976,2.5,4,2.5,-1.51089588377724,6.7,-14.6997578692494,-11.0024213075061,-15.0968523002421,-5.27118644067797,12.1888619854722,-8.22033898305084,3.3317191283293,12.953995157385,-1.5544794188862,1,1,0,2,2,2,3,3,2,3,2,2,3,2,3,1,2,2,2,2,2,2,3,3,2,2,2,4,4,4,4,4,3,2
"105",-0.956416464891042,3.92009685230024,2.5,3.2,3,1.48910411622276,9.3,11.3002421307506,-3.00242130750605,4.90314769975787,2.72881355932203,17.1888619854722,5.77966101694916,9.3317191283293,0.953995157384988,-1.5544794188862,-1,0,1,3,2,5,3,5,3,4,0,4,4,4,2,2,1,1,2,3,2,3,3,3,5,4,4,4,3,3,3,3,3,2
"106",-1.95641646489104,-0.0799031476997563,4,6,3.33333333333333,3.48910411622276,6.7,-14.6997578692494,-4.00242130750605,-5.09685230024213,-1.27118644067797,0.188861985472158,-1.22033898305084,10.3317191283293,1.95399515738499,5.4455205811138,-1,0,1,2,3,4,4,4,3,4,3,4,3,2,4,2,2,2,3,2,2,2,3,3,4,3,4,6,6,6,6,6,4,4
"107",3.04358353510896,3.92009685230024,4,6.6,1.83333333333333,-5.51089588377724,8.6,4.3002421307506,4.99757869249395,4.90314769975787,-3.27118644067797,14.1888619854722,-4.22033898305084,4.3317191283293,4.95399515738499,2.4455205811138,-1,0,1,3,4,4,4,5,5,3,1,2,1,1,3,3,4,3,5,4,3,4,2,2,4,3,4,6,7,7,7,6,4,4
"108",0.043583535108958,2.92009685230024,4,7,2.5,-1.51089588377724,4.9,-32.6997578692494,-6.00242130750605,-12.0968523002421,-3.27118644067797,5.18886198547216,-15.2203389830508,4.3317191283293,8.95399515738499,3.4455205811138,-1,0,1,5,2,3,4,5,3,4,0,4,0,3,4,4,1,2,2,3,4,1,3,3,1,4,2,7,7,7,7,7,3,5
"109",3.04358353510896,-1.07990314769976,3.5,6,2.5,-1.51089588377724,7.6,-5.6997578692494,1.99757869249395,9.90314769975787,-6.27118644067797,-8.81113801452784,11.7796610169492,1.3317191283293,0.953995157384988,-3.5544794188862,-1,0,1,4,3,4,4,5,5,3,2,3,2,2,3,4,2,4,4,2,2,4,3,5,1,3,4,5,6,6,6,7,4,3
"110",2.04358353510896,1.92009685230024,3,6,2.33333333333333,-2.51089588377724,7.9,-2.6997578692494,-3.00242130750605,0.903147699757866,-2.27118644067797,11.1888619854722,2.77966101694916,-5.6682808716707,-4.04600484261501,-2.5544794188862,-1,0,1,4,3,5,3,4,5,2,2,2,2,3,3,1,1,1,2,3,4,4,4,4,3,3,3,6,6,6,6,6,3,3
"111",3.04358353510896,6.92009685230024,4.5,7,2.83333333333333,0.489104116222759,9.3,11.3002421307506,5.99757869249395,4.90314769975787,-4.27118644067797,8.18886198547216,-6.22033898305084,7.3317191283293,-1.04600484261501,0.445520581113801,-1,0,1,4,4,4,4,4,5,4,2,3,3,2,3,4,2,2,4,4,4,4,4,4,2,4,4,7,7,7,7,7,4,5
"112",-4.95641646489104,-2.07990314769976,4,5.2,3.16666666666667,2.48910411622276,8.3,1.3002421307506,-8.00242130750605,-5.09685230024213,-1.27118644067797,-3.81113801452784,-1.22033898305084,-1.6682808716707,-1.04600484261501,-4.5544794188862,1,1,0,3,2,2,3,4,3,3,3,3,3,4,3,2,2,2,3,2,3,2,2,2,2,3,3,5,6,6,4,5,4,4
"113",4.04358353510896,0.920096852300244,4,7,2.5,-1.51089588377724,7.1,-10.6997578692494,3.99757869249395,4.90314769975787,5.72881355932203,-4.81113801452784,-3.22033898305084,10.3317191283293,-5.04600484261501,-0.554479418886199,-1,0,1,3,4,4,5,5,5,3,1,3,3,1,4,4,2,2,4,3,3,4,2,4,4,4,4,7,7,7,7,7,4,4
"114",-2.95641646489104,2.92009685230024,5,5.6,4,7.48910411622276,10.2,20.3002421307506,-4.00242130750605,5.90314769975787,5.72881355932203,-6.81113801452784,0.779661016949156,-9.6682808716707,-7.04600484261501,-7.5544794188862,1,1,0,2,2,3,4,4,4,4,4,4,4,4,4,1,1,1,3,3,3,3,3,5,2,3,4,4,7,6,6,5,5,5
"115",1.04358353510896,-1.07990314769976,4,5,3,1.48910411622276,8.7,5.3002421307506,1.99757869249395,-2.09685230024213,3.72881355932203,-8.81113801452784,-4.22033898305084,-0.668280871670703,2.95399515738499,4.4455205811138,1,1,0,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,4,4,3,3,5,5,5,5,5,4,4
"116",-0.956416464891042,1.92009685230024,3.5,6.8,2.66666666666667,-0.510895883777241,9.1,9.3002421307506,-0.0024213075060544,0.903147699757866,-9.27118644067797,-4.81113801452784,-5.22033898305084,-10.6682808716707,-7.04600484261501,0.445520581113801,-1,0,1,3,3,3,4,4,4,3,3,2,3,2,3,4,4,2,3,1,1,3,2,5,3,4,4,6,7,7,7,7,4,3
"117",6.04358353510896,0.920096852300244,4.5,7,2.83333333333333,0.489104116222759,8.6,4.3002421307506,13.9975786924939,4.90314769975787,9.72881355932203,-10.8111380145278,4.77966101694916,0.331719128329297,-6.04600484261501,10.4455205811138,-1,0,1,4,4,5,5,5,5,4,2,3,2,2,4,4,4,4,3,3,4,4,4,5,5,5,5,7,7,7,7,7,5,4
"118",5.04358353510896,3.92009685230024,5,6.8,4,7.48910411622276,9.5,13.3002421307506,-2.00242130750605,11.9031476997579,2.72881355932203,-5.81113801452784,8.77966101694916,-10.6682808716707,-7.04600484261501,-6.5544794188862,-1,0,1,4,4,4,5,5,5,4,4,4,4,4,4,4,1,1,4,4,2,3,2,4,2,3,4,7,6,7,7,7,5,5
"119",-1.95641646489104,0.920096852300244,4,6,2.5,-1.51089588377724,7,-11.6997578692494,0.997578692493946,-8.09685230024213,0.728813559322035,-2.81113801452784,-5.22033898305084,2.3317191283293,7.95399515738499,6.4455205811138,1,1,0,4,3,3,4,3,3,4,0,4,1,3,3,3,2,2,3,4,3,3,2,4,4,3,4,6,6,6,6,6,4,4
"120",0.043583535108958,0.920096852300244,4,7,3.66666666666667,5.48910411622276,7.9,-2.6997578692494,4.99757869249395,-1.09685230024213,1.72881355932203,5.18886198547216,-7.22033898305084,-5.6682808716707,-0.0460048426150124,5.4455205811138,1,1,0,3,4,4,3,4,4,4,3,4,4,3,4,4,4,4,4,3,2,3,3,4,4,3,3,7,7,7,7,7,4,4
"121",4.04358353510896,-5.07990314769976,2,3,2,-4.51089588377724,4.9,-32.6997578692494,4.99757869249395,2.90314769975787,3.72881355932203,6.18886198547216,9.77966101694916,-2.6682808716707,14.953995157385,1.4455205811138,-1,0,1,3,4,5,4,5,5,3,1,2,1,3,2,3,2,2,2,2,4,3,4,5,5,4,5,3,3,4,2,3,1,3
"122",5.04358353510896,1.92009685230024,4,6,3.83333333333333,6.48910411622276,9.3,11.3002421307506,-6.00242130750605,-1.09685230024213,8.72881355932203,6.18886198547216,6.77966101694916,6.3317191283293,4.95399515738499,4.4455205811138,1,1,0,4,4,4,5,5,5,4,3,4,4,4,4,2,2,2,2,4,2,4,2,2,4,2,2,6,6,6,6,6,4,4
"123",5.04358353510896,4.92009685230024,4.5,6.4,2.5,-1.51089588377724,7.2,-9.6997578692494,-1.00242130750605,-9.09685230024213,-2.27118644067797,0.188861985472158,-8.22033898305084,10.3317191283293,7.95399515738499,9.4455205811138,-1,0,1,5,4,5,4,4,5,4,1,3,0,3,4,5,2,2,5,4,4,2,1,1,2,4,3,7,6,6,7,6,5,4
"124",5.04358353510896,-7.07990314769976,2,7,2.66666666666667,-0.510895883777241,8.4,2.3002421307506,-0.0024213075060544,7.90314769975787,-5.27118644067797,-14.8111380145278,10.7796610169492,-0.668280871670703,-3.04600484261501,-3.5544794188862,NA,NA,NA,4,4,5,4,5,5,3,2,4,2,1,4,4,2,1,3,2,3,2,3,5,4,2,5,7,7,7,7,7,2,2
"125",2.04358353510896,4.92009685230024,3.5,7,3.33333333333333,3.48910411622276,10.2,20.3002421307506,13.9975786924939,11.9031476997579,6.72881355932203,-6.81113801452784,-3.22033898305084,-3.6682808716707,-8.04600484261501,-1.5544794188862,-1,0,1,3,3,4,5,4,5,3,3,4,3,3,4,4,3,3,5,4,4,3,4,5,5,5,5,7,7,7,7,7,4,3
"126",3.04358353510896,2.92009685230024,3.5,7,3.16666666666667,2.48910411622276,10.3,21.3002421307506,10.9975786924939,0.903147699757866,4.72881355932203,-11.8111380145278,4.77966101694916,-5.6682808716707,-8.04600484261501,4.4455205811138,-1,0,1,3,5,4,4,4,5,3,4,3,4,2,3,5,3,3,5,5,4,3,3,4,4,4,4,7,7,7,7,7,5,2
"127",-0.956416464891042,0.920096852300244,2,7,3,1.48910411622276,9,8.3002421307506,0.997578692493946,2.90314769975787,10.728813559322,-5.81113801452784,-1.22033898305084,-5.6682808716707,7.95399515738499,8.4455205811138,1,1,0,5,4,5,1,4,2,3,3,2,2,4,4,1,1,1,1,5,5,5,5,5,2,2,4,7,7,7,7,7,2,2
"128",0.043583535108958,-9.07990314769976,2.5,5.8,1.66666666666667,-6.51089588377724,6.6,-15.6997578692494,0.997578692493946,-3.09685230024213,-5.27118644067797,3.18886198547216,14.7796610169492,1.3317191283293,3.95399515738499,-1.5544794188862,-1,0,1,3,3,4,4,4,4,2,1,2,1,2,2,4,3,3,3,3,2,3,3,4,2,3,4,6,6,6,6,5,3,2
"129",8.04358353510896,-10.0799031476998,1,4.6,1.16666666666667,-9.51089588377724,7.3,-8.6997578692494,12.9975786924939,-4.09685230024213,6.72881355932203,-2.81113801452784,10.7796610169492,-5.6682808716707,12.953995157385,11.4455205811138,-1,0,1,5,5,5,5,5,5,1,1,1,1,1,2,5,3,2,5,5,5,5,5,3,1,5,5,5,5,5,4,4,1,1
"130",-6.95641646489104,5.92009685230024,4,7,3.66666666666667,5.48910411622276,7.7,-4.6997578692494,6.99757869249395,-13.0968523002421,-5.27118644067797,-16.8111380145278,7.77966101694916,-0.668280871670703,-8.04600484261501,7.4455205811138,1,1,0,2,4,3,2,2,2,3,4,4,4,3,4,2,4,3,5,5,3,4,5,4,2,2,4,7,7,7,7,7,5,3
"131",-4.95641646489104,-2.07990314769976,3.5,6.2,2.83333333333333,0.489104116222759,8.6,4.3002421307506,-8.00242130750605,6.90314769975787,-5.27118644067797,7.18886198547216,11.7796610169492,-0.668280871670703,-6.04600484261501,-8.5544794188862,-1,0,1,2,1,1,4,4,5,3,2,3,2,3,4,2,2,1,2,1,1,3,2,4,4,3,3,6,6,6,6,7,4,3
"132",1.04358353510896,2.92009685230024,4,7,2.5,-1.51089588377724,9.3,11.3002421307506,9.99757869249395,3.90314769975787,4.72881355932203,-6.81113801452784,-3.22033898305084,-11.6682808716707,-7.04600484261501,-4.5544794188862,-1,0,1,4,3,4,4,4,4,3,2,3,3,2,2,4,3,4,4,4,4,4,4,4,3,4,4,7,7,7,7,7,4,4
"133",1.04358353510896,-3.07990314769976,4.5,7,4,7.48910411622276,10.3,21.3002421307506,-9.00242130750605,7.90314769975787,2.72881355932203,-23.8111380145278,-0.220338983050844,-14.6682808716707,-8.04600484261501,0.445520581113801,1,1,0,4,3,4,4,4,4,4,4,4,4,4,4,2,2,2,4,1,1,5,1,1,4,2,2,7,7,7,7,7,5,4
"134",-1.95641646489104,4.92009685230024,4,7,3.5,4.48910411622276,8.9,7.3002421307506,-4.00242130750605,-3.09685230024213,-5.27118644067797,4.18886198547216,-4.22033898305084,7.3317191283293,1.95399515738499,1.4455205811138,-1,0,1,3,4,4,3,3,3,4,3,4,4,3,3,4,2,1,2,4,4,2,2,3,3,3,2,7,7,7,7,7,4,4
"135",0.043583535108958,3.92009685230024,3,6,3,1.48910411622276,8,-1.6997578692494,0.997578692493946,-5.09685230024213,7.72881355932203,-10.8111380145278,3.77966101694916,0.331719128329297,-2.04600484261501,-1.5544794188862,1,1,0,4,4,4,2,4,4,3,NA,NA,NA,3,4,2,1,2,4,4,2,4,4,2,4,4,4,NA,NA,NA,NA,NA,1,5
"136",2.04358353510896,0.920096852300244,4,6,2.66666666666667,-0.510895883777241,8.2,0.300242130750604,4.99757869249395,-0.0968523002421335,-0.271186440677965,-8.81113801452784,-5.22033898305084,-2.6682808716707,0.953995157384988,6.4455205811138,1,1,0,4,4,4,4,4,4,4,1,3,3,2,3,4,3,3,3,3,3,4,3,4,4,3,4,6,6,6,6,6,4,4
